사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2016100100100044,2016년 10월 1일 01시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,이륜,남,22세,경상
2016100200100468,2016년 10월 2일 21시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,중앙선침범,포장 - 습기,흐림,단일로 - 기타,승용,여,36세,상해없음,이륜,남,29세,경상
2016101400100476,2016년 10월 14일 17시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,여,32세,경상
2016102400100340,2016년 10월 24일 14시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,26세,상해없음,승용,여,61세,경상
2016110600100006,2016년 11월 6일 00시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,이륜,남,37세,경상
2016111300100277,2016년 11월 13일 15시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,45세,상해없음,승용,남,60세,경상
2016112400100127,2016년 11월 24일 08시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,승용,남,25세,경상
2016120400100138,2016년 12월 4일 11시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,여,55세,기타불명
2016121400100219,2016년 12월 14일 12시,수요일,경기도 수원시 권선구 권선동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,여,30세,부상신고
2016121400100500,2016년 12월 14일 22시,수요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,남,31세,경상
2016121900100613,2016년 12월 19일 23시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,1,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,15세,상해없음,승용,여,23세,경상
2016122200100119,2016년 12월 22일 04시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,경상,,,,
2016123100100641,2016년 12월 31일 23시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,67세,경상
2017020300100559,2017년 2월 3일 23시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 서리/결빙,흐림,교차로 - 교차로부근,승용,남,27세,상해없음,자전거,남,61세,경상
2017020700100220,2017년 2월 7일 12시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,승용,남,70세,경상
2017021300100189,2017년 2월 13일 11시,월요일,경기도 수원시 권선구 권선동,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,승용,여,64세,부상신고
2017022300100065,2017년 2월 23일 04시,목요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,15세,상해없음,승용,남,56세,상해없음
2017022700100490,2017년 2월 27일 20시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,41세,경상
2017030200100122,2017년 3월 2일 08시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,45세,경상,화물,남,54세,경상
2017031500100206,2017년 3월 15일 10시,수요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,기타 - 기타,승용,여,63세,상해없음,이륜,남,31세,경상
2017050900100186,2017년 5월 9일 11시,화요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,자전거,남,32세,중상
2017052900100064,2017년 5월 29일 05시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,승용,남,61세,경상
2017060200100408,2017년 6월 2일 16시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,7,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,55세,상해없음,건설기계,남,47세,경상
2017061100100405,2017년 6월 11일 18시,일요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,21세,상해없음,자전거,여,51세,중상
2017062100100495,2017년 6월 21일 20시,수요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,원동기,남,26세,중상
2017070600100068,2017년 7월 6일 03시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,남,32세,경상
2017080300100524,2017년 8월 3일 19시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,남,54세,경상
2017081000100492,2017년 8월 10일 18시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 터널,화물,남,44세,상해없음,승용,여,59세,경상
2017090200100157,2017년 9월 2일 08시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,37세,경상
2017092500100205,2017년 9월 25일 10시,월요일,경기도 수원시 권선구 권선동,중상사고,0,4,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,21세,상해없음,이륜,남,55세,중상
2017100300100130,2017년 10월 3일 11시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,69세,상해없음,승용,남,56세,경상
2017101300100383,2017년 10월 13일 15시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,승용,남,40세,경상
2017101900100441,2017년 10월 19일 17시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,33세,경상
2017111800100047,2017년 11월 18일 01시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,43세,경상
2017112500100516,2017년 11월 25일 18시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,포장 - 젖음/습기,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,여,54세,경상
2017120200100534,2017년 12월 2일 19시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,1,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,76세,상해없음,승용,남,38세,경상
2017120400100552,2017년 12월 4일 20시,월요일,경기도 수원시 권선구 권선동,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,39세,부상신고,승용,남,46세,상해없음
