사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2017012100100070,2017년 1월 21일 02시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,보행자,여,24세,경상
2017012200100055,2017년 1월 22일 03시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 서리/결빙,눈,교차로 - 교차로횡단보도내,승용,남,40세,상해없음,보행자,여,24세,경상
2017012700100464,2017년 1월 27일 23시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,25세,경상
2017013000100069,2017년 1월 30일 05시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,남,28세,경상
2017020300100496,2017년 2월 3일 21시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 서리/결빙,흐림,단일로 - 기타,승용,남,22세,상해없음,승용,남,22세,경상
2017022100100490,2017년 2월 21일 23시,화요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,23세,상해없음,보행자,여,29세,중상
2017031100100292,2017년 3월 11일 14시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,승용,남,51세,경상
2017040100100023,2017년 4월 1일 00시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,보행자,남,43세,경상
2017051400100047,2017년 5월 14일 02시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,보행자,남,18세,경상
2017051500100049,2017년 5월 15일 02시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,27세,경상
2017061900100059,2017년 6월 19일 04시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,남,24세,경상
2017070600100060,2017년 7월 6일 02시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,보행자,남,23세,경상
2017071600100290,2017년 7월 16일 15시,일요일,경기도 수원시 영통구 매탄동,경상사고,0,0,2,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,34세,부상신고
2017082200100634,2017년 8월 22일 23시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,16세,경상,승용,남,59세,상해없음
2017083000100573,2017년 8월 30일 22시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,원동기,남,35세,경상
2017091600100066,2017년 9월 16일 03시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,18세,상해없음
2017091600100076,2017년 9월 16일 04시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,보행자,남,27세,경상
2017092100100043,2017년 9월 21일 01시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,43세,상해없음,승용,남,31세,경상
2017100200100683,2017년 10월 2일 23시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,25세,상해없음,보행자,남,23세,경상
2017100800100415,2017년 10월 8일 23시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,여,36세,경상
2017110400100065,2017년 11월 4일 03시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,남,52세,경상
2017110800100083,2017년 11월 8일 06시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,46세,상해없음,보행자,여,29세,경상
2017111100100677,2017년 11월 11일 22시,토요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,19세,부상신고
2017112500100141,2017년 11월 25일 06시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,보행자,남,26세,경상
2017112700100589,2017년 11월 27일 22시,월요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,이륜,남,32세,중상
2017120200100034,2017년 12월 2일 00시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,여,21세,경상
2017120800100690,2017년 12월 8일 22시,금요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,여,50세,중상
2017121700100030,2017년 12월 17일 00시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,보행자,여,34세,경상
2017122400100153,2017년 12월 24일 09시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,25세,상해없음,보행자,여,22세,경상
2017122600100059,2017년 12월 26일 03시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,42세,상해없음,승용,남,22세,경상
