사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2016042300100010,2016년 4월 23일 00시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,32세,경상,승용,남,46세,경상
2016050800100278,2016년 5월 8일 14시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,이륜,남,59세,중상
2016051000100029,2016년 5월 10일 03시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,39세,경상
2016051000100232,2016년 5월 10일 11시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,1,차대차 - 기타,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,남,51세,상해없음,승용,남,64세,경상
2016051000100630,2016년 5월 10일 23시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,58세,경상
2016051800100303,2016년 5월 18일 13시,수요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,24세,중상
2016052700100428,2016년 5월 27일 17시,금요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,73세,부상신고,화물,여,48세,상해없음
2016071400100066,2016년 7월 14일 06시,목요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 정면충돌,안전운전불이행,포장 - 습기,비,교차로 - 교차로부근,승용,남,40세,상해없음,승용,남,44세,부상신고
2016071800100443,2016년 7월 18일 18시,월요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,승용,여,33세,상해없음
2016072000100055,2016년 7월 20일 05시,수요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 횡단중,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,보행자,남,32세,경상
2016072100100537,2016년 7월 21일 20시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,47세,경상
2016072900100562,2016년 7월 29일 20시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,31세,상해없음,이륜,남,17세,경상
2016090200100605,2016년 9월 2일 21시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,37세,상해없음,이륜,남,25세,경상
2016090700100514,2016년 9월 7일 20시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,기타,기타 - 기타,승용,남,23세,상해없음,승용,남,52세,경상
2016091700100314,2016년 9월 17일 15시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,여,27세,경상,승용,남,71세,경상
2016101200100481,2016년 10월 12일 18시,수요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,52세,중상,승용,남,49세,상해없음
2016101500100048,2016년 10월 15일 02시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,승용,남,46세,경상
2016110200100310,2016년 11월 2일 13시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,63세,상해없음,승용,여,49세,경상
2016110600100024,2016년 11월 6일 01시,일요일,경기도 수원시 권선구 권선동,중상사고,0,1,6,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,66세,경상,승용,남,56세,경상
2016111700100640,2016년 11월 17일 22시,목요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,원동기,남,25세,중상
2016112600100687,2016년 11월 26일 22시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,여,25세,경상
2016120100100597,2016년 12월 1일 21시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,67세,경상
2016122700100037,2016년 12월 27일 02시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,중앙선침범,포장 - 습기,비,단일로 - 기타,승용,남,32세,상해없음,보행자,남,49세,경상
2016122900100092,2016년 12월 29일 05시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 결빙,눈,교차로 - 교차로안,승용,남,27세,상해없음,승용,여,47세,경상
2017010300100307,2017년 1월 3일 14시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,보행자,남,48세,경상
2017012400100090,2017년 1월 24일 06시,화요일,경기도 수원시 팔달구 인계동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,남,58세,중상
2017012500100773,2017년 1월 25일 23시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,54세,상해없음,이륜,남,44세,경상
2017013100100051,2017년 1월 31일 04시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,승용,남,23세,경상
2017021200100016,2017년 2월 12일 00시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,남,63세,경상
2017030900100276,2017년 3월 9일 13시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,기타불명,미분류,기타불명,승용,여,43세,경상
2017031100100152,2017년 3월 11일 09시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,47세,경상
2017031800100594,2017년 3월 18일 23시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,남,36세,경상
2017042200100397,2017년 4월 22일 16시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,이륜,남,35세,경상,승합,남,53세,상해없음
2017050800100611,2017년 5월 8일 22시,월요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,이륜,남,50세,중상
2017051700100378,2017년 5월 17일 16시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 정면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,화물,남,44세,상해없음,승용,여,52세,상해없음
2017051900100069,2017년 5월 19일 04시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,28세,상해없음,승용,남,65세,상해없음
2017052500100060,2017년 5월 25일 03시,목요일,경기도 수원시 팔달구 인계동,중상사고,0,2,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,36세,상해없음,승용,남,75세,중상
2017052500100529,2017년 5월 25일 19시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 기타,차로위반,포장 - 건조,맑음,기타 - 기타,승용,여,24세,상해없음,승용,남,44세,경상
2017061200100488,2017년 6월 12일 19시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,23세,상해없음,승용,남,45세,경상
2017061200100560,2017년 6월 12일 22시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,남,51세,경상
2017062000100184,2017년 6월 20일 10시,화요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,기타불명,남,71세,부상신고
2017062700100203,2017년 6월 27일 10시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,60세,상해없음,이륜,남,73세,경상
2017070300100548,2017년 7월 3일 20시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,51세,상해없음,승용,남,57세,경상
2017070800100554,2017년 7월 8일 22시,토요일,경기도 수원시 팔달구 인계동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,보행자,남,50세,사망
2017073000100024,2017년 7월 30일 00시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,56세,상해없음,승용,남,46세,경상
2017080900100648,2017년 8월 9일 23시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,35세,상해없음,승용,남,23세,경상
2017081300100030,2017년 8월 13일 01시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,44세,중상,승용,남,28세,상해없음
2017082700100473,2017년 8월 27일 23시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,27세,상해없음,승용,여,38세,경상
2017090600100074,2017년 9월 6일 06시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,승합,남,64세,경상
2017091800100300,2017년 9월 18일 12시,월요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,36세,상해없음,이륜,남,41세,중상
2017092700100683,2017년 9월 27일 22시,수요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,28세,상해없음,보행자,남,55세,중상
2017093000100071,2017년 9월 30일 03시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,64세,경상
2017101400100113,2017년 10월 14일 06시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,54세,경상
2017101400100158,2017년 10월 14일 09시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,여,31세,경상
2017101500100041,2017년 10월 15일 01시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,1,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,남,53세,중상
2017102200100172,2017년 10월 22일 10시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,여,49세,경상
2017102400100702,2017년 10월 24일 23시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,53세,경상
2017102600100018,2017년 10월 26일 00시,목요일,경기도 수원시 팔달구 인계동,중상사고,0,3,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,승용,남,60세,중상
2017103000100469,2017년 10월 30일 16시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,44세,상해없음,승용,여,53세,경상
2017111300100053,2017년 11월 13일 04시,월요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승용,남,56세,부상신고
2017121900100510,2017년 12월 19일 20시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,승용,남,40세,경상
2017123100100408,2017년 12월 31일 21시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,남,22세,경상
